predicates,submission_number
K101749,K162955
K150665,K162955
K081426,K162955
K113620,K162955
K111336,K162955
K133701,K162956
K121197,K162956
K122504,K162957
K152439,K162957
K022520,K162957
K111546,K162957
K994078,K162957
K050262,K162957
K151316,K162957
K121777,K162957
K132455,K162957
K062978,K162957
K132207,K162957
K003237,K162957
K152530,K162957
K122185,K162957
K123550,K162957
K060204,K162959
K121804,K162960
K040120,K162961
K153237,K162962
K050615,K162962
K083898,K162965
K082636,K162966
K063595,K162967
K041473,K162968
K153733,K162968
K040290,K162969
K143563,K162970
K142049,K162971
K133259,K162971
K081154,K162972
K160674,K162972
K110451,K162973
K162972,K162973
K152253,K162974
K023886,K162979
K042523,K162979
K160562,K162982
K151750,K162982
K083894,K162986
K090782,K162986
K080588,K162986
K143297,K162986
K132790,K162986
K080699,K162986
K112316,K162986
K050046,K162987
K132588,K162987
K031017,K162987
K112348,K162987
K133638,K162987
K142359,K162988
K963996,K162989
K091699,K162989
K963993,K162989
K142383,K162990
K161942,K162990
K161966,K162990
K010569,K162992
K981615,K162992
K150698,K162993
K152564,K162993
K152458,K162993
K160285,K162994
K161875,K162994
K142146,K162995
K101993,K162995
K131785,K162995
K083070,K162996
K132357,K162996
K050954,K162999
K083214,K163000
K120120,K163000
K072313,K163000
K926139,K163001
K072215,K163001
K041088,K163001
K123555,K163002
K120772,K163003
K160545,K163003
K151907,K163003
K112745,K163004
K122590,K163004
K122573,K163004
K033742,K163004
K063372,K163004
K152709,K163004
K052339,K163004
K092224,K163005
K161227,K163006
K151019,K163007
K910595,K163008
K923407,K163008
K961520,K163008
K163460,K163008
K141101,K163009
K140388,K163009
K111940,K163011
K000236,K163011
K153351,K163013
K031438,K163014
K983942,K163014
K971783,K163014
K143276,K163014
K071675,K163015
K051124,K163018
K040505,K163018
K020788,K163018
K043481,K163018
K080037,K163018
K150929,K163019
K162329,K163020
K153480,K163020
K101757,K163020
K120234,K163020
K132186,K163021
K873516,K163025
K010264,K163025
K112628,K163025
K012242,K163025
K090255,K163025
K934803,K163025
K952631,K163025
K001465,K163025
K801016,K163025
K992930,K163025
K082719,K163025
K013634,K163025
K072024,K163025
K014140,K163025
K955277,K163025
K071145,K163025
K000451,K163025
K972206,K163025
K953823,K163025
K032975,K163025
K161582,K163025
K001107,K163025
K063290,K163025
K982340,K163025
K770691,K163025
K102885,K163028
K952730,K163028
K122284,K163028
K123731,K163029
K152201,K163029
K130536,K163031
K151227,K163032
K150582,K163032
K122059,K163034
K102660,K163034
K070021,K163037
K133713,K163038
K043583,K163038
K152974,K163039
K090692,K163039
K881577,K163042
K152385,K163043
K111185,K163043
K032455,K163043
K131093,K163044
K000684,K163044
K102429,K163044
K073460,K163044
K142917,K163045
K102694,K163046
K063049,K163046
K003028,K163049
K161786,K163051
K111508,K163052
K042290,K163052
K161505,K163054
K142081,K163054
K040511,K163055
K013196,K163056
K160216,K163056
K142939,K163056
K161247,K163057
DEN150001,K163057
K092359,K163058
K133312,K163058
K150891,K163058
K120414,K163060
K070841,K163060
K142211,K163060
K053478,K163060
K070905,K163060
K052490,K163060
K091396,K163061
K040003,K163061
K073530,K163061
K090655,K163063
K152279,K163063
K123468,K163064
K152258,K163065
K082636,K163066
K150413,K163067
K082805,K163068
K142680,K163069
K113507,K163070
K071331,K163071
K980414,K163073
K073194,K163076
K111833,K163076
K100352,K163076
K090833,K163076
K152309,K163077
K925877,K163078
K153277,K163082
K161359,K163082
K151451,K163082
K150239,K163082
K130881,K163082
K134016,K163082
K113200,K163083
K070936,K163084
K113198,K163084
K130470,K163085
K132886,K163086
K993106,K163086
K121995,K163088
K151626,K163088
K120567,K163090
K994166,K163090
K983308,K163091
K153441,K163091
K800562,K163091
K930525,K163091
K131052,K163092
K123987,K163093
K140845,K163094
K111293,K163094
K950829,K163095
K100685,K163096
K042964,K163096
K111825,K163098
K160176,K163098
K151163,K163098
K040316,K163101
K922123,K163102
K151569,K163103
K133475,K163104
K100614,K163104
K121514,K163104
K102820,K163104
K130202,K163104
K133821,K163105
K052449,K163106
K941258,K163107
K152223,K163109
K142088,K163113
K162209,K163114
K103808,K163114
K103657,K163114
K160997,K163115
K110151,K163116
K153324,K163116
K073045,K163117
K122217,K163118
K130399,K163118
K113237,K163118
K160936,K163118
K100744,K163118
K052379,K163119
K153277,K163119
K142100,K163119
K160807,K163120
K132304,K163120
K043535,K163120
K123754,K163120
K112255,K163120
K142100,K163120
K112646,K163121
K113184,K163121
K123976,K163122
K130724,K163122
K112251,K163122
K123519,K163122
K110300,K163122
K152078,K163122
K133158,K163123
K160299,K163125
K152677,K163125
K111689,K163128
K032756,K163131
K082985,K163131
K133776,K163131
K140582,K163135
K162415,K163136
K090525,K163137
K153626,K163138
K152899,K163138
K151339,K163138
K082156,K163139
K150042,K163139
K032761,K163140
K133580,K163140
K121306,K163142
K042031,K163142
K141982,K163146
K052576,K163148
K170040,K163148
K150463,K163148
K152112,K163149
K964646,K163149
K142494,K163150
K001122,K163152
K151035,K163153
K104333,K163153
K161803,K163154
K153053,K163154
K132145,K163155
K123514,K163155
K123925,K163155
K132290,K163156
K141765,K163157
K060137,K163157
K141881,K163158
K150817,K163159
K112204,K163160
K072739,K163161
K072739,K163162
K053386,K163163
K131291,K163165
K160992,K163165
K110950,K163167
K001456,K163167
K143725,K163167
K945589,K163167
K954818,K163167
K133919,K163167
K953443,K163167
K100542,K163167
K932837,K163167
K121068,K163167
K150224,K163168
K033348,K163169
K051124,K163169
K043481,K163169
K040505,K163169
K042518,K163169
K050698,K163169
K143199,K163170
K151516,K163170
K150578,K163170
K153618,K163170
K140931,K163170
K122248,K163170
K152322,K163171
K885281,K163172
K071269,K163172
K961404,K163172
K942377,K163172
K070340,K163172
K142845,K163173
K120737,K163173
K121196,K163174
K113220,K163174
K130391,K163174
K141236,K163174
K110160,K163175
K143040,K163176
K141642,K163179
K152355,K163180
K152338,K163181
K110348,K163181
K101074,K163181
K152241,K163181
K143350,K163181
K090112,K163182
K072315,K163182
K870157,K163182
K020069,K163182
K132270,K163184
K110923,K163184
K073547,K163188
K150792,K163188
K151793,K163190
K080795,K163191
K062779,K163257
K141945,K163192
K110245,K163193
K132207,K163193
K123550,K163193
K061804,K163194
K130808,K163194
K093027,K163194
K153624,K163194
K151455,K163194
K150182,K163194
K101945,K163194
K072055,K163194
K111157,K163195
K150140,K163196
K153229,K163196
K124030,K163197
K131473,K163197
K130940,K163201
K113463,K163204
K143345,K163205
K141081,K163207
K150216,K163209
K151156,K163209
K141833,K163209
K133573,K163209
K031535,K163210
K153318,K163210
K080859,K163210
K152283,K163211
K130262,K163211
K153343,K163211
K152983,K163211
K060713,K163212
K081105,K163213
K133705,K163213
K120833,K163213
K128033,K163213
K071907,K163214
K032203,K163215
K042251,K163215
K113207,K163216
K142445,K163216
K034039,K163217
K132025,K163217
K033671,K163217
K111019,K163221
K152041,K163221
K160368,K163222
K090458,K163224
K132167,K163225
K162354,K163226
K043059,K163226
K141400,K163228
K161230,K163230
K141665,K163230
K150481,K163230
K140319,K163230
K152304,K163230
K151678,K163231
K152625,K163231
K150738,K163232
K140909,K163232
K111804,K163232
K161229,K163232
K052312,K163232
K133984,K163232
K153343,K163234
K133226,K163234
K121434,K163234
K133379,K163235
K062937,K163236
K150371,K163236
K143465,K163239
K103027,K163239
K071288,K163239
K162695,K163244
K152329,K163244
K083737,K163244
K133258,K163244
K130847,K163245
K041413,K163247
K161101,K163247
K151315,K163248
K072979,K163249
K031102,K163249
K130784,K163249
K151353,K163250
K101749,K163250
K023785,K163250
K160315,K163250
K150665,K163250
K111336,K163250
K140848,K163251
K122286,K163252
K151645,K163252
K140587,K163253
K162513,K163253
K943177,K163254
K053124,K163254
K072049,K163255
K152139,K163255
K151499,K163255
K113141,K163256
K033077,K163256
K091549,K163258
DEN150009,K163260
K042613,K163260
K082562,K163260
K153500,K163261
K131107,K163261
K160454,K163261
K150996,K163261
K142120,K163261
K122276,K163261
K093679,K163261
K162326,K163264
K163236,K163265
K151464,K163266
K143477,K163267
K161215,K163267
K142684,K163268
K111626,K163269
K141953,K163269
K123045,K163269
K073109,K163269
K080615,K163269
K152727,K163270
K151504,K163270
K103195,K163271
K153088,K163272
K122162,K163274
K152379,K163276
K121470,K163276
K152241,K163279
K041521,K163281
K081985,K163281
K110834,K163281
K151926,K163282
K983111,K163282
K151959,K163283
K152029,K163283
K103767,K163283
K983112,K163283
K121447,K163284
K123541,K163284
K162541,K163285
K123529,K163286
K162541,K163286
K122644,K163286
K052545,K163290
K113207,K163292
K123000,K163293
K161426,K163293
K131920,K163293
K153609,K163293
K083447,K163293
K151353,K163294
K130749,K163294
K150843,K163294
K153343,K163294
K112547,K163295
K142955,K163296
K161196,K163296
K161196,K163297
K964382,K163300
K952084,K163300
K150178,K163301
K153589,K163301
K132471,K163301
K162268,K163302
K151021,K163303
K954330,K163303
K951389,K163303
K063298,K163303
K963172,K163303
K161384,K163306
K071457,K163307
K972511,K163307
K080009,K163310
K110368,K163310
K141207,K163310
K082672,K163310
K101860,K163310
K112773,K163310
K060728,K163310
K102437,K163311
K130299,K163311
K153343,K163312
K150504,K163313
K091750,K163314
K112082,K163314
K123765,K163314
K944561,K163315
K944565,K163315
K010139,K163315
K060177,K163315
K971297,K163315
K943347,K163315
K101660,K163316
K980582,K163316
K103027,K163317
K080677,K163317
K061679,K163318
K010569,K163320
K990732,K163320
K162457,K163321
K123033,K163321
K152105,K163321
K981935,K163321
K932860,K163322
K923789,K163322
K133910,K163324
K090546,K163324
K143670,K163326
K070608,K163326
K153204,K163327
K130225,K163329
K140471,K163329
K160618,K163331
K153437,K163332
K134002,K163335
K090953,K163338
K150372,K163338
K132104,K163338
K123216,K163339
K124049,K163339
K971054,K163341
K143196,K163341
K112020,K163341
K053024,K163341
K143416,K163341
K103195,K163342
K063873,K163343
K981432,K163343
K133824,K163346
K102467,K163349
K112162,K163349
K140347,K163349
K071370,K163349
K101732,K163349
K061477,K163349
K120414,K163350
K121810,K163350
K072570,K163350
K160207,K163350
K130999,K163350
K072750,K163350
K153328,K163352
K163552,K163352
K961992,K163353
K053358,K163355
K944061,K163355
K990788,K163355
K802151,K163355
K041604,K163355
K964644,K163355
K151790,K163355
K961763,K163356
K111924,K163357
K163356,K163358
K111236,K163358
K083032,K163361
K000684,K163361
K133974,K163361
K082625,K163361
K112437,K163361
K092556,K163361
K000682,K163361
K073460,K163361
K063049,K163361
K083286,K163361
K111620,K163361
K041860,K163361
K153716,K163361
K142906,K163361
K060514,K163361
K040112,K163361
K982732,K163361
K011815,K163361
K143697,K163361
K102694,K163361
K041965,K163361
K951303,K163361
K140814,K163361
K133668,K163361
K070946,K163361
K060290,K163361
K092929,K163363
K051971,K163363
K022623,K163363
K152457,K163363
K102293,K163364
K160125,K163364
K150481,K163364
K133614,K163364
K082698,K163364
K130313,K163367
K131490,K163368
K131677,K163368
K143480,K163372
K161825,K163373
K152219,K163373
K141225,K163373
K120340,K163374
K131417,K163374
K092568,K163374
K090714,K163375
K162379,K163375
K070742,K163375
K152338,K163375
K091365,K163375
K003780,K163375
K052734,K163375
K082728,K163375
K071942,K163375
K123656,K163375
K123906,K163375
K143471,K163375
K061573,K163376
K830909,K163376
K093111,K163376
K142482,K163378
K122480,K163378
K153237,K163379
K103829,K163379
K122685,K163380
K043103,K163381
K160552,K163381
K940795,K163381
K905458,K163381
K053609,K163381
K110167,K163381
K822350,K163381
K924650,K163381
K803058,K163381
K934742,K163381
K160884,K163381
K112843,K163382
K050056,K163382
K000684,K163383
K033995,K163383
K082807,K163383
K040777,K163383
K001945,K163383
K012114,K163383
K030597,K163383
K041860,K163383
K082628,K163383
K082625,K163383
K061753,K163383
K111540,K163383
K051986,K163383
K011978,K163383
K073460,K163383
K032269,K163383
K840954,K163383
K923613,K163383
K011815,K163383
K953607,K163383
K100776,K163383
K062564,K163383
K030858,K163383
K112583,K163383
K061621,K163383
K000682,K163383
K112127,K163387
K151436,K163387
K151486,K163387
K113607,K163388
K863853,K163388
K122514,K163390
K102598,K163393
K130723,K163393
K120398,K163393
K153056,K163394
K110690,K163395
K150050,K163396
K141846,K163396
K161787,K163396
K162417,K163396
K121062,K163396
K162221,K163396
K030710,K163397
K142139,K163397
K153722,K163397
K110598,K163397
K130642,K163397
K071090,K163397
K133349,K163397
K060694,K163397
K133700,K163399
K974541,K163399
K834468,K163399
K022447,K163399
K981147,K163401
K142779,K163405
K060192,K163405
K080842,K163405
K113060,K163405
K073602,K163405
K133022,K163405
K140068,K163406
K133481,K163407
K132649,K163407
K130521,K163408
K100501,K163408
K160906,K163409
K151020,K163409
K141381,K163410
K161459,K163410
K161259,K163410
K915804,K163412
K120510,K163415
K141456,K163416
K142261,K163420
K103459,K163420
K160426,K163421
K150843,K163421
K094025,K163422
K072791,K163422
K132897,K163422
K151128,K163422
K153373,K163422
K121982,K163422
K150765,K163422
K150561,K163425
K153106,K163426
K061984,K163426
K153443,K163426
K071721,K163426
K103057,K163426
K062186,K163426
K101985,K163426
K032615,K163426
K052339,K163426
K110553,K163426
K122468,K163426
K100578,K163426
K101986,K163426
K031277,K163426
K041531,K163426
K043422,K163426
K022762,K163426
K083146,K163426
K122469,K163426
K063819,K163426
K072705,K163426
K133865,K163426
K083145,K163426
K072431,K163426
K150445,K163426
K083904,K163426
K052022,K163426
K160258,K163427
K151741,K163428
K160984,K163429
K101882,K163430
K130857,K163430
K990557,K163432
K140023,K163432
K091758,K163435
K024240,K163436
K021475,K163437
K142445,K163437
K122096,K163439
K944265,K163442
K091672,K163442
K071343,K163442
K070907,K163443
K152899,K163443
K161702,K163444
K151123,K163447
K092675,K163448
K141101,K163449
K140388,K163449
K042216,K163450
K142616,K163452
K140560,K163454
K131663,K163454
K160521,K163454
K112056,K163454
K153498,K163455
K120600,K163456
K130557,K163457
K010778,K163458
K141531,K163458
K080342,K163459
K153707,K163459
K040490,K163459
K152305,K163459
K160689,K163460
K160809,K163460
K053082,K163461
K031951,K163461
K163481,K163461
K120326,K163462
K112161,K163462
K123979,K163464
K133009,K163464
K112277,K163464
K112271,K163464
K061047,K163465
K102803,K163467
K073697,K163467
K113510,K163468
K101530,K163468
K152922,K163469
K103472,K163470
K133052,K163471
K071877,K163471
K140678,K163471
K150765,K163474
K102606,K163474
K121103,K163474
K113559,K163474
K150053,K163474
K152515,K163474
K120819,K163474
K142079,K163474
K121739,K163475
K024148,K163476
K081808,K163478
K150865,K163479
K070583,K163480
K131082,K163481
K102067,K163481
K160154,K163481
K141439,K163482
K131014,K163483
K113674,K163483
DEN150010,K163484
K132820,K163487
K143204,K163488
K082148,K163488
K042135,K163488
K971783,K163488
K053105,K163488
K081452,K163488
K100112,K163488
K081832,K163488
K014154,K163489
K110895,K163489
K150693,K163489
K131722,K163489
K111678,K163489
K991197,K163489
K152986,K163490
K150362,K163491
K161610,K163497
K090209,K163498
K152224,K163500
K130944,K163502
K970515,K163502
K844472,K163502
K971115,K163502
K041637,K163502
K160559,K163505
K152126,K163505
K134016,K163505
K142618,K163505
K142368,K163505
K162902,K163505
K143685,K163506
K140348,K163506
K151128,K163506
K151322,K163506
K152924,K163508
K152434,K163509
DEN150056,K163509
K162549,K163510
K141464,K163511
K133701,K163512
K143513,K163512
K134043,K163516
K153149,K163518
K080076,K163519
K120318,K163519
K111023,K163521
K161573,K163522
K983536,K163523
K030788,K163524
K100518,K163524
K161748,K163528
K113836,K163529
K121819,K163529
K131516,K163530
K013151,K163530
K110823,K163530
K153376,K163531
K161117,K163533
K161246,K163533
K150761,K163533
K131616,K163533
K012399,K163534
K142677,K163536
K130831,K163536
K142839,K163537
K914181,K163537
K161246,K163539
K153044,K163541
K151254,K163542
K141791,K163543
K052982,K163544
K152526,K163546
K071118,K163547
K160554,K163548
K143556,K163549
K143563,K163549
K161288,K163551
K131440,K163553
K102664,K163554
K801550,K163556
K140250,K163556
K112549,K163556
K121819,K163556
K120847,K163557
K161604,K163557
K982103,K163558
K153090,K163560
K071234,K163560
K121546,K163563
K140451,K163564
K133476,K163564
K081475,K163565
K090112,K163565
K020069,K163565
K163560,K163565
K161387,K163566
K150185,K163566
K142133,K163569
K060373,K163569
K100853,K163569
K152470,K163571
K113358,K163571
K143312,K163571
K152955,K163571
K140083,K163571
K140407,K163571
K142701,K163572
K161419,K163574
K071362,K163574
K102687,K163574
K150258,K163574
K133230,K163575
K843012,K163575
K152609,K163576
K110400,K163577
K061699,K163577
K964769,K163577
K120030,K163577
K101086,K163577
K161184,K163577
K061786,K163577
K143407,K163577
K091508,K163577
K032726,K163577
K042344,K163577
K071535,K163577
K932755,K163577
K103755,K163577
K022556,K163577
K130899,K163577
K062951,K163580
K971794,K163580
K130504,K163580
K070327,K163580
K131425,K163581
K142559,K163581
K150231,K163581
K153702,K163584
K050262,K163585
K920430,K163585
K001991,K163585
K110245,K163585
K932755,K163585
K062775,K163585
K103479,K163585
K022520,K163585
K111546,K163585
K150286,K163586
K152857,K163586
DEN110006,K163587
K102469,K163587
K123546,K163587
K162701,K163587
K123810,K163589
K051590,K163589
K112982,K163589
K022632,K163589
K090680,K163591
K160182,K163596
K161047,K163596
K152758,K163596
K070936,K163597
K994253,K163597
K141693,K163598
K150036,K163602
K101387,K163603
K061342,K163604
K152632,K163604
K051663,K163604
K072605,K163604
K161535,K163604
K122571,K163604
K051942,K163604
K150430,K163606
K103520,K163608
K153434,K163609
K091331,K163610
K100410,K163610
K150277,K163611
K133929,K163611
K143207,K163611
K090198,K163611
K151693,K163611
K091020,K163613
K092710,K163614
K102921,K163615
K962865,K163617
K090277,K163617
K162140,K163617
K142988,K163617
K161506,K163618
K142098,K163619
K161105,K163620
K081439,K163621
K103173,K163621
K132868,K163621
K141600,K163621
K062650,K163622
K153464,K163624
K121297,K163625
K013665,K163625
K022791,K163625
K052546,K163625
K133673,K163626
K120413,K163626
K120613,K163626
K000080,K163627
K053394,K163627
K100925,K163627
K130762,K163629
K143154,K163632
K071466,K163633
K162243,K163635
K160068,K163636
K121546,K163637
K063384,K163638
K031443,K163639
K100593,K163639
K160221,K163640
K142260,K163640
K073486,K163640
K160828,K163640
K120954,K163640
K133793,K163644
K120485,K163644
K133864,K163645
K120902,K163647
K150373,K163648
K121425,K163650
K152868,K163651
K090901,K163652
K073720,K163652
K980123,K163654
K151548,K163654
K130435,K163654
K161753,K163656
K970748,K163656
K031181,K163656
K071725,K163657
K133601,K163658
K160985,K163660
K011571,K163664
K102063,K163664
K082512,K163664
K002159,K163665
K082113,K163665
K143272,K163665
K053269,K163665
K021176,K163665
K051212,K163665
K042253,K163665
K101896,K163665
K090662,K163665
K131932,K163665
K151506,K163665
K101627,K163666
K161507,K163667
K163677,K163667
K160108,K163668
K113244,K163668
K151850,K163668
K123814,K163669
K122698,K163669
K150488,K163669
K153082,K163670
K163543,K163670
K150321,K163670
K160906,K163670
K111880,K163670
K072253,K163670
K151105,K163672
K082810,K163672
K133623,K163673
K142005,K163673
K151884,K163674
K122831,K163675
K140149,K163675
K142061,K163676
K152086,K163677
K143735,K163679
K043217,K163683
K141160,K163683
K033960,K163687
K110999,K163688
K123249,K163688
K122574,K163688
K113618,K163689
K081960,K163689
K150080,K163690
K162267,K163690
K160807,K163690
K152545,K163690
K150204,K163690
K152962,K163691
K153529,K163691
K162094,K163691
K161047,K163691
K142160,K163691
K150478,K163691
K141620,K163691
K153539,K163691
K132175,K163693
K142873,K163698
K082396,K163698
K132134,K163698
K132640,K163700
K102069,K163700
K133811,K163700
K123380,K163700
K043570,K163700
K033363,K163700
K081351,K163700
K132788,K163700
K082358,K163700
K153418,K163700
K161843,K163702
K151451,K163702
K152894,K163703
K123493,K163705
K161063,K163705
K140319,K163707
K160916,K163707
K161230,K163707
K150404,K163708
K153093,K163709
K011946,K163710
K041456,K163710
K112193,K163710
K120740,K163710
K133674,K163711
K153444,K163711
K153549,K163714
K160281,K163714
K122894,K163714
K161839,K163715
K162148,K163715
K022128,K170001
K980741,K170007
K032943,K170008
DEN140018,K170009
K153660,K170011
K050438,K170011
K051323,K170012
K161448,K170012
K091118,K170012
K160617,K170012
K052576,K170012
K142082,K170013
K072642,K170013
K050337,K170016
K062729,K170016
K153247,K170018
K162309,K170018
K151263,K170019
K153263,K170019
K141741,K170019
K143294,K170019
K090504,K170019
K991766,K170019
K043111,K170019
K023760,K170019
K142465,K170019
K153533,K170020
K093312,K170020
K012945,K170021
K962011,K170021
K021932,K170021
K962823,K170021
K963192,K170021
K963172,K170021
K122106,K170023
K081379,K170023
K143484,K170026
K140835,K170026
K151832,K170030
K073116,K170031
K101096,K170031
K061797,K170031
K130626,K170032
K131497,K170032
K122365,K170032
K142244,K170032
K150620,K170032
K083325,K170032
K120010,K170032
K012226,K170032
K023354,K170037
K141943,K170037
K062019,K170037
K081510,K170038
K132217,K170038
K151021,K170038
K142290,K170038
K944330,K170038
K021932,K170038
K140053,K170038
K063298,K170038
K042310,K170038
K043583,K170038
K963172,K170038
K140392,K170039
K151971,K170039
K152060,K170039
K123311,K170041
K143353,K170044
K140091,K170044
K020481,K170044
K160979,K170044
K100993,K170044
K121406,K170044
K123711,K170047
K111463,K170047
K063641,K170047
K113077,K170047
K073152,K170047
K982140,K170047
K142396,K170049
K133486,K170052
K133242,K170052
K162342,K170052
K160125,K170055
K111294,K170055
K150481,K170055
K142016,K170055
K012254,K170055
K140775,K170059
K130028,K170060
K142860,K170060
K020839,K170060
K150380,K170061
K150510,K170065
K063845,K170065
K162660,K170066
K161117,K170066
K161246,K170066
K120825,K170067
K992836,K170067
K121920,K170068
K051816,K170068
K131113,K170068
K931261,K170068
K132165,K170069
K140139,K170069
K121593,K170070
K163587,K170070
K121484,K170070
K162701,K170070
K071723,K170072
K061966,K170073
K066196,K170073
K160022,K170077
K100029,K170077
K112602,K170078
K130801,K170078
K152396,K170078
K110510,K170078
K132768,K170078
K142815,K170078
K854903,K170082
K060096,K170084
K130992,K170086
K113678,K170088
K123507,K170088
K151261,K170088
K141847,K170088
K153740,K170090
K131444,K170091
K153048,K170093
K140730,K170095
K162310,K170098
K133671,K170098
K142242,K170100
K150012,K170100
K152936,K170101
K110582,K170101
K132953,K170101
K160172,K170103
K020334,K170105
K134054,K170107
K100390,K170107
K111940,K170108
K143163,K170108
K123999,K170111
K131483,K170113
K141736,K170113
K153318,K170113
K063781,K170113
K150641,K170114
K160280,K170114
K071821,K170114
K161661,K170116
K160597,K170119
K160958,K170119
K161230,K170119
K131350,K170119
K112036,K170119
K160916,K170119
K112014,K170119
K153782,K170119
K142029,K170120
K140388,K170121
K011703,K170121
K100228,K170121
K151298,K170122
K122234,K170122
K141489,K170124
K160989,K170126
K161014,K170126
K090230,K170126
K132014,K170126
K062317,K170126
K082236,K170126
K121772,K170130
K050036,K170132
K150441,K170133
K992189,K170134
K152836,K170135
K050406,K170135
K162161,K170141
K141399,K170141
K160600,K170141
K150517,K170141
K143387,K170143
K132305,K170144
K141260,K170145
K160508,K170145
K131290,K170145
K150386,K170145
K141395,K170149
K130299,K170149
K090988,K170149
K102437,K170149
K072336,K170149
K102896,K170149
K031320,K170155
K141963,K170155
K120101,K170157
K142397,K170157
K160597,K170157
K082252,K170157
K142498,K170157
K143578,K170157
K142218,K170157
K162377,K170158
K983439,K170160
K983440,K170160
K982744,K170161
K992494,K170162
K112511,K170162
K140581,K170162
K120469,K170163
K153326,K170163
K130877,K170163
K161509,K170164
K033746,K170166
K022269,K170166
K142107,K170167
K151644,K170168
K071047,K170168
K110028,K170168
K101997,K170169
K141023,K170169
K131490,K170169
K160325,K170169
K150656,K170169
K133289,K170169
K113219,K170169
K151131,K170169
K151649,K170170
K143275,K170171
K141669,K170172
K161009,K170177
K160587,K170177
DEN150022,K170178
K032676,K170178
K133319,K170179
K053628,K170179
K151947,K170179
K070803,K170180
K113543,K170180
K040178,K170181
K853990,K170181
K083174,K170181
K050686,K170182
K152043,K170182
K993154,K170183
K152585,K170185
K111587,K170185
K083183,K170187
K152570,K170188
K142975,K170188
K112233,K170188
K151325,K170188
K061063,K170191
K111723,K170191
K103618,K170191
K061188,K170191
K161361,K170191
K141801,K170191
K130293,K170193
K090822,K170193
K081556,K170195
K092954,K170195
K043217,K170196
K141179,K170196
K110272,K170198
K142840,K170199
K160552,K170199
K123690,K170199
K011404,K170199
K151329,K170199
K133886,K170199
K131774,K170199
K072286,K170199
K103625,K170199
K131252,K170199
K093632,K170199
K121886,K170199
K070251,K170200
K936245,K170200
K882486,K170200
K073370,K170200
K070079,K170202
K122173,K170202
K111098,K170202
K122919,K170202
K102123,K170202
K091230,K170203
K111854,K170204
K151613,K170204
K151610,K170204
K150386,K170205
K160893,K170205
K133929,K170205
K124055,K170205
K152815,K170205
DEN150037,K170209
K153466,K170210
K123864,K170210
K143022,K170211
K093321,K170211
K071638,K170211
K090160,K170213
K021792,K170213
K122634,K170213
K131061,K170214
K160264,K170214
K153207,K170214
K140397,K170214
K152636,K170215
K143185,K170216
K153311,K170216
K113091,K170218
K112057,K170218
K034023,K170219
K153639,K170220
K082843,K170220
K111364,K170220
K073486,K170220
K150344,K170220
K161244,K170220
K123585,K170221
K033583,K170223
K030866,K170224
K052292,K170224
K021223,K170228
K153278,K170231
K153444,K170238
K102677,K170238
K012009,K170238
K141136,K170239
K080612,K170239
K061871,K170239
K092374,K170239
K153776,K170240
K032406,K170242
K071482,K170242
K123178,K170242
K032601,K170242
K151408,K170243
K072791,K170243
K133126,K170243
K100175,K170243
K110650,K170243
K033815,K170245
K120886,K170247
K043248,K170249
K083070,K170249
K163044,K170249
K113871,K170249
K153073,K170250
K153166,K170250
K122329,K170250
K160980,K170251
K143403,K170251
K120838,K170251
K123352,K170251
K161694,K170251
K152968,K170251
K160980,K170255
K143403,K170255
K120838,K170255
K123352,K170255
K161694,K170255
K152968,K170255
K022002,K170257
K033443,K170258
K152559,K170259
K143505,K170259
K142246,K170260
K153081,K170260
K152889,K170260
K140381,K170260
K141242,K170260
K071234,K170263
K100630,K170265
K100579,K170265
K141011,K170265
K160980,K170266
K162494,K170266
K120838,K170266
K123352,K170266
K153323,K170266
K152968,K170266
K162494,K170268
K120838,K170268
K123352,K170268
K140010,K170268
K152968,K170268
K152148,K170268
K140381,K170269
K141242,K170269
K083042,K170270
K003402,K170270
K151167,K170271
K161230,K170271
K151538,K170271
K142205,K170271
K083388,K170272
K063790,K170272
K080331,K170272
K153331,K170273
K143400,K170273
K970339,K170275
K112665,K170275
K150080,K170277
K131690,K170277
K162267,K170277
K160807,K170277
K152543,K170277
K153529,K170277
K142873,K170278
K123109,K170278
K092748,K170280
K130748,K170280
K092497,K170280
K100107,K170280
K110240,K170280
K102967,K170280
K130708,K170282
K161777,K170283
K152470,K170284
K113358,K170284
K143312,K170284
K152955,K170284
K133673,K170284
K052290,K170286
K005229,K170286
K140878,K170287
K143539,K170287
K121131,K170287
K083550,K170287
K062129,K170287
K152298,K170288
K063128,K170288
K122382,K170288
K043047,K170291
K020476,K170291
K040129,K170292
K130968,K170294
K143743,K170294
K120909,K170296
K143175,K170296
K092017,K170297
K083425,K170297
K091088,K170297
K160547,K170297
K081968,K170297
K071724,K170297
K130699,K170297
K090707,K170297
K073351,K170297
DEN130011,K170299
K061711,K170300
K132397,K170300
K161278,K170300
K111493,K170302
K152603,K170302
K160258,K170303
K032432,K170305
K080009,K170306
K110368,K170306
K132805,K170306
K151154,K170306
K143533,K170306
K112773,K170306
K101860,K170306
K141956,K170306
K060728,K170306
K160459,K170308
K100944,K170310
K143061,K170310
K102998,K170310
K935170,K170311
K081645,K170311
K061363,K170311
K121264,K170312
K072315,K170312
K870157,K170312
K020069,K170312
K081475,K170312
K012457,K170312
K132876,K170313
K103705,K170313
K131311,K170313
K151468,K170313
K112812,K170313
K163044,K170313
